custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model
688128_1207049162_glm4_dewrap_join_chunk_0016,688128,中国电器,1207049162,16,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6222,5675,3892,3892,34,3892,267,267,"报告期内，公司前五大客户主要来自智能装备业务，2016年至2019年1-3月前五大客户销售合计占主营业务收入比例分别为13.52%、15.30%、12.62%和34.80%，不存在单一客户销售占比超过50%或依赖少数客户情形。智能装备境外客户较多，系公司向“一带一路”沿线国家输出家电智能生产线及专机设备；同时向比亚迪销售新能源电池自动检测系统。公司主要原材料包括化工原材料、设备外购件、电气仪表、机械加工组件等，2016年至2018年原材料采购合计由96,095.04万元增至140,251.88万元，化工原材料占比保持在四成以上。",134,78,78,0,6,10,18,26,15,3,18,0.23076923076923078,3,-15,2.551282051282051,
688128_1207049162_glm4_dewrap_join_chunk_0017,688128,中国电器,1207049162,17,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6210,5474,3963,3963,34,3963,266,266,"公司主要化工原材料精对苯二甲酸、新戊二醇、间苯二甲酸采购价格与大宗商品市场波动趋势相符；精对苯二甲酸主要向浙江物产采购，价格变动与国内PTA现货价一致，并可争取较低采购价格及较优付款方式。智能装备主要采购设备外购件、电气仪表和机械加工组件，2016年至2018年采购合计由45,193.43万元增至68,145.39万元。环保涂料及树脂主要采购三类化工原料，2017年、2018年采购额分别较上年增加11,823.24万元、5,858.08万元；前五大供应商采购占比为23.18%至28.97%，不存在单一供应商采购占比超过50%。",133,93,93,0,8,12,20,29,20,4,24,0.25806451612903225,3,-21,2.5698924731182795,
688128_1207049162_glm4_dewrap_join_chunk_0018,688128,中国电器,1207049162,18,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6082,5178,3964,3964,34,3964,210,210,公司智能装备各细分产品供应商较分散，励磁装备、新能源电池自动检测、定制化零部件分别披露了报告期前五大供应商的采购金额、占比、采购品类及期末应付账款。环保涂料及树脂原材料前五大供应商以浙江物产、巴斯夫、山东富丰柏斯托、RYOYO等为主，采购内容集中于精对苯二甲酸、新戊二醇、间苯二甲酸和聚酯树脂。公司外协加工主要为聚酯树脂代加工，因新生产基地建设、现有产能无法满足订单需求，委托中丹公司和源美佳公司加工粉末涂料用聚酯树脂。,105,88,88,0,7,9,24,33,13,2,15,0.17045454545454544,3,-12,2.477272727272727,
688128_1207049162_glm4_dewrap_join_chunk_0019,688128,中国电器,1207049162,19,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0019.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5874,5244,3844,3844,34,3844,279,279,"报告期内，公司外协加工费由2016年1,185.34万元增至2018年3,351.24万元，2019年1-3月为948.88万元，占环保涂料及树脂成本比例分别为2.81%、3.89%、4.40%和6.80%。公司通过原材料采购及检验、生产过程指导监督、产品检验等关键工序把控外协聚酯树脂质量；东莞生产基地预计2019年底前投产，新增黄山嘉恒月产能2,000吨以应对花都工厂搬迁。2019年3月末，公司固定资产账面价值32,004.91万元，成新率39.95%；已取得多处房产，另有花都约2,703平方米辅助用房未办产权证，律师认为不构成本次发行上市实质障碍。",140,86,86,0,6,11,22,27,16,4,20,0.23255813953488372,3,-17,2.558139534883721,
688128_1207049162_glm4_dewrap_join_chunk_0020,688128,中国电器,1207049162,20,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0020.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6003,5258,3979,3979,34,3979,284,284,"公司智能装备生产设备包括励磁装备主要设备原值527.64万元、新能源电池自动检测系统主要设备原值348.94万元。报告期内，智能装备相关机器设备和电子设备合计约3,175.23万元至3,322.42万元，占总资产比例1.26%至1.75%，直接人工占营业成本6.04%至8.17%，电费占比仅0.07%至0.14%。公司核心能力在研发设计和系统集成，按客户需求完成机械、电气、控制和软件设计，再组装原材料设备并用智能软件集成调试，不属于简单外购设备组装；部分家电智能生产线在客户工厂集成，相关收入2016年至2018年由7,472.17万元增至24,485.83万元。",142,82,82,0,8,10,21,24,15,4,19,0.23170731707317074,3,-16,2.4878048780487805,
688128_1207049162_glm4_dewrap_join_chunk_0021,688128,中国电器,1207049162,21,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0021.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5627,5015,3919,3919,34,3919,207,207,发行人及下属企业注册商标经律师核查真实、合法、有效，整体变更导致部分权利人尚未完成更名，不构成本次发行上市障碍。截至招股说明书签署日，公司及子公司拥有450项国内授权专利，其中127项发明、246项实用新型、77项外观设计，并拥有1项国外发明专利；核心技术对应主要专利151件，137件已产业化，产业化率90.73%，覆盖质量技术服务、家电智能工厂解决方案、新能源电池自动检测系统、环保涂料及树脂、励磁装备等业务。,104,68,68,0,1,5,0,7,53,2,55,0.8088235294117647,2,-53,3.6470588235294117,
688128_1207049162_glm4_dewrap_join_chunk_0022,688128,中国电器,1207049162,22,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0022.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5388,4755,3878,3878,34,3878,147,147,本段继续列示公司核心技术对应的国内授权专利，序号54至113主要为发明专利和实用新型专利，权利人包括中电院有限、擎天材料、擎天实业、威凯检测、擎天伟嘉等，专利对应环保涂料及树脂、质量技术服务、智能工厂解决方案、新能源电池自动检测系统和励磁装备，多数为原始取得且已产业化，体现相关业务的专利储备。,74,60,60,0,0,0,0,0,60,0,60,1.0,1,-59,4.0,
688128_1207049162_glm4_dewrap_join_chunk_0023,688128,中国电器,1207049162,23,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0023.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5837,5250,3888,3888,34,3888,217,217,本段列示核心技术相关国内授权专利序号114至151，涵盖机器人夹具、空调检测系统、动力电池夹具、励磁控制器、家电钣金成型线、质量技术服务测试装置等，多数已产业化；另披露1项韩国国外发明专利。律师核查认为发行人及下属企业专利权真实、合法、有效且处于维持状态，共有专利不存在争议；截至招股说明书签署日，公司及子公司拥有120项计算机软件著作权，前34项涉及二次电池检测、励磁系统、光伏逆变器、环境适应性数据库、空调检测、试验室测试等软件。,109,78,78,0,0,5,0,0,72,1,73,0.9358974358974359,2,-71,3.8205128205128207,
688128_1207049162_glm4_dewrap_join_chunk_0024,688128,中国电器,1207049162,24,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0024.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5991,5474,3891,3891,34,3891,213,213,本段继续列示公司计算机软件著作权，序号35至120覆盖冰箱性能测试、污水处理控制、励磁系统、电池检测、整流控制、动力电池自动化检测、威凯检测实验室软件、擎天伟嘉生产线控制及恒申汽车自动化控制等，律师核查认为相关软件著作权真实、合法、有效，整体变更未完成更名不构成发行上市障碍。发行人还拥有9项域名；其知识产权来源于长期电器产品环境适应性研究，并围绕标准规范、检测技术、系统集成、电能转换、先进控制、材料技术等形成核心技术成果。,107,105,105,0,2,7,4,9,82,1,83,0.7904761904761904,2,-81,3.5714285714285716,
688128_1207049162_glm4_dewrap_join_chunk_0025,688128,中国电器,1207049162,25,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0025.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5744,5454,3508,3508,34,3508,287,287,公司及子公司拥有强制性产品认证机构、指定实验室、认证机构批准书、计量认证、CNAS认可、IEC签约试验室、DAkkS测试实验室、GSO与SASO认证等主要业务资质，擎天材料油漆材料化工分公司取得安全生产许可证，发行人生产相关危险化学品产品具备资质。公司自有房屋和土地用途与证载用途一致，均已办理权属登记，报告期内未因建筑、土地管理违法受到处罚。部分租赁物业存在出租人非产权人、未取得权属证书、合同未备案或涉及划拨地、集体土地等瑕疵，但租赁合同正常履行、物业可替代性较强，控股股东国机集团承诺承担由物业瑕疵导致的搬迁、补缴税费、罚款及损失，相关事项不构成本次发行上市法律障碍。,144,87,87,0,1,11,5,21,47,2,49,0.5632183908045977,3,-46,3.2413793103448274,
688128_1207049162_glm4_dewrap_join_chunk_0026,688128,中国电器,1207049162,26,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0026.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5995,5390,3800,3800,34,3800,274,274,公司披露22项核心技术均为自主研发并应用于主营业务，覆盖质量技术服务、智能装备、环保涂料及树脂，涉及标准测量、无线射频、能效检测、充电设施、新材料、电磁兼容、耐候腐蚀、家电智能制造、励磁和新能源电池检测等领域。多项技术已产业化，专利或软件著作权证据集中，其中充电设施检验检测获10件专利并纳入国际标准，机器人系统集成获20件专利，运动控制获16件专利，励磁技术获19件专利。标准指标选取及测量技术近三年制修订国际标准6项、国家标准52项、行业标准28项、团体标准11项，并争取到IEC/SC59L主席、5个IEC工作组召集人和20位IEC专家席位。,137,34,34,0,4,3,2,4,19,2,21,0.6176470588235294,3,-18,3.088235294117647,
688128_1207049162_glm4_dewrap_join_chunk_0027,688128,中国电器,1207049162,27,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0027.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6926,6651,3954,3954,34,3954,306,306,公司能耗产品多因素窜扰检测技术将空调器能效测量不确定度控制在量热计法≤1%、焓差法≤2%，并自2015年至今承担国内空调器能效标识一致性核验标定和实施，CNAS认可标准达169项。新一代充电设施检验检测技术形成检测评价平台，检测项目超过千条并通过CNAS认可，直流充电控制技术纳入国际标准，填补国际空白。电磁兼容技术将一款电动车0-100km/h发射变化验证时间由1小时压缩至2分钟，公司成为国内少数具备新能源汽车整车电磁兼容CNAS授权的第三方检测机构。机器人系统集成获发明专利6件、软件著作权2件，综合技术居同行业国内领先；家电试验装备技术将非稳态试验温度稳定度控制在±0.3℃，优于AHRI标准±1.1℃。,153,52,52,0,5,8,6,9,19,5,24,0.46153846153846156,4,-20,2.8461538461538463,
688128_1207049162_glm4_dewrap_join_chunk_0028,688128,中国电器,1207049162,28,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0028.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7073,6775,3981,3981,34,3981,377,377,公司海洋环境电器用超耐腐蚀超耐候氟碳粉末涂料采用双涂层设计，人工加速老化性能超过3000小时、耐盐雾腐蚀性能超过2000小时，并已应用于船舶及海上设施认证的干式变压器。卷钢用快速固化粉末涂料已开展产业化示范应用，涂装速度达60-100m/min，优于国内外同业量产水平。报告期核心技术产品收入分别为2016年131429.21万元、2017年156069.32万元、2018年217952.54万元、2019年1-3月58707.45万元，占营业收入比重为83.13%、80.35%、83.90%、86.85%。公司是通过CNAS认可的能力验证提供者，每年组织超过1000项实验室间比对活动和20多项能力验证计划。研发体系拥有12个国家级科研和技术服务平台、23个省部级科研平台、15个IEC国际标准对接平台和11个国家标委会/分委会，研发人员314名。,189,58,58,0,7,10,10,12,15,4,19,0.3275862068965517,5,-14,2.5172413793103448,
688128_1207049162_glm4_dewrap_join_chunk_0029,688128,中国电器,1207049162,29,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0029.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6370,5656,3852,3852,34,3852,328,328,公司研发团队以10名核心技术人员为学科带头人，核心技术人员均有15年以上从业经验，研发队伍截至2019年3月31日共有314名科技研发人员，其中享受国务院政府特殊津贴专家9人、教授级高级工程师32人、硕士以上学历200人。2016年至2018年研发费用分别为14135.33万元、16207.16万元、19923.58万元，持续增长，并配置500余台研发设备。公司22项核心技术中有6项已突破关键技术但仍处于产业推广或产业化转化阶段，涵盖海上风电腐蚀防护、智能检测云平台、家电工厂远程运维、动力电池串联化成分容、氟碳粉末涂料和卷钢粉末涂装。公司2014年以来获得多项科技奖项，包括国家科学技术进步二等奖、中国标准创新贡献奖一等奖，以及多个省市和行业科技奖。,164,48,48,0,6,5,8,13,13,3,16,0.3333333333333333,4,-12,2.6458333333333335,
688128_1207049162_glm4_dewrap_join_chunk_0030,688128,中国电器,1207049162,30,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0030.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7579,6852,3996,3996,34,3996,224,224,中国电器院围绕工业产品环境适应性和电器产品质量提升共性技术开展研究，披露主要专著18项，主题覆盖世界认证地图、家电安全国际标准、检测实验室安全、环境试验标准、汽车气候老化和绿色制造等。公司在SCI、EI、核心期刊等发表中英文论文200余篇，列示论文涵盖自然老化、聚合物材料、粉末涂料、电磁兼容、风电防护、励磁控制和动力电池检测等方向，并披露在研项目中智能电器质量基础技术已完成2G、3G、4G射频测试系统、5G基站模拟器和电波暗室测试系统方案论证。,112,24,24,0,5,4,6,6,3,0,3,0.125,2,-1,1.9166666666666667,
688128_1207049162_glm4_dewrap_join_chunk_0031,688128,中国电器,1207049162,31,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0031.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6084,5540,3958,3958,34,3958,187,187,公司在研项目覆盖质量技术服务、智能装备和绿色制造等板块。特殊环境电器试验项目建成海南湿热环境户外实证平台，发布4项海上风电标准、启动3项光伏湿热户外实证国标制定，累计为企业提供技术服务2500余次。基于环境耐久性的材料认证基因库项目申请发明专利4件、已授权2件，参与编制国家标准1项、行业标准2项；动力电池及BMS项目申请专利3件、编制5份检验规程并服务20余家新能源企业。,94,44,44,0,5,10,8,10,9,2,11,0.25,3,-8,2.3181818181818183,
688128_1207049162_glm4_dewrap_join_chunk_0032,688128,中国电器,1207049162,32,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0032.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6907,6700,3996,3996,34,3996,223,223,公司16项主要在研项目围绕质量技术服务、智能装备、环保涂料及树脂三大主营业务，技术水平多为国内或国际领先，产业化应用与现有客户和市场基本一致。大功率超级电容充电装置已产出样机并取得型式试验报告；5V500A动力电池检测设备完成样机试制，放电回馈效率大于55%、充电效率大于60%、单通道电流输出达500A。聚酯树脂绿色设计项目建立绿色信息数据库、开发评价软件并制定3项绿色标准，卷钢高速彩涂粉末涂料适用于60~100m/min线速并申请3项专利。,112,39,39,0,4,13,7,7,6,2,8,0.20512820512820512,3,-5,2.1025641025641026,
688128_1207049162_glm4_dewrap_join_chunk_0033,688128,中国电器,1207049162,33,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0033.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6814,6314,3990,3990,34,3990,274,274,"公司报告期研发费用分别为14,135.33万元、16,207.16万元、19,923.58万元和2019年1-3月2,939.20万元，占营业收入比例为8.94%、8.34%、7.67%和4.35%。公司与中山大学、华南理工大学、广东工业大学等合作研发，协议约定独立成果归各方所有、共同成果共有，报告期内无重大诉讼。中国电器院拥有科技研发人员314人，占总人数15.15%，硕士以上200人、教授级高级工程师32人、国务院特殊津贴专家9人、各类技术专家217人。2016至2018年新申请发明专利分别为23件、38件、45件，国内标准化专家49人。",137,54,54,0,8,15,9,9,9,4,13,0.24074074074074073,4,-9,2.1481481481481484,
688128_1207049162_glm4_dewrap_join_chunk_0034,688128,中国电器,1207049162,34,34,results/glm4_dewrap_join_pilot50_20260705/chunks/688128_1207049162_glm4_dewrap_join_chunk_0034.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,522,508,244,244,34,244,189,195,发行人成立智能制造创新中心和智能家电创新中心，建设高水平研发团队，并通过跨部门专家组和科技创新单项激励方案推进共性、关键、前瞻性技术研究。报告期内，公司境外客户收入占比分别为22.46%、24.51%、23.22%和20.67%，主要客户包括Erul Saterex、Unionaire Group、Samha Home Appliances、Havells India Limited等。,95,5,5,0,0,2,0,1,2,0,2,0.4,2,0,2.6,
688288_1207048263_glm4_dewrap_join_chunk_0001,688288,鸿泉物联,1207048263,1,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688288_1207048263_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6766,6436,3994,3994,20,3994,211,211,鸿泉物联主营智能增强驾驶系统、高级辅助驾驶系统等商用车智能网联设备，成生科技提供智慧城市业务；智能增强驾驶系统由终端和大数据云平台构成，采集车辆状态、定位和驾驶行为数据，服务陕汽、苏州金龙、北奔、安徽华菱、三一重工等客户。发行人积累43类不良驾驶模型，平台已开发天行健、G-BOS等系统，终端符合JT/T808等协议；产品基于114万辆商用车行驶数据迭代，覆盖驾驶行为分析、油气耗管理、全生命周期管理和汽车后市场数据支持。,106,92,92,0,8,14,28,27,12,3,15,0.16304347826086957,2,-13,2.3260869565217392,
688288_1207048263_glm4_dewrap_join_chunk_0002,688288,鸿泉物联,1207048263,2,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688288_1207048263_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6929,6427,3980,3980,20,3980,256,256,发行人智能增强驾驶系统用于车厂全生命周期管理，并以武汉某物流公司为例披露应用后百公里油耗由58升降至53.6升，2017、2018年运营里程分别为492万公里和823.68万公里。与国外可比产品相比，发行人系统覆盖114万辆商用车、43类不良驾驶模型和300余项数据采集点，单车节油6%以上、零部件寿命延长20%以上，150辆车年节油减损约370万元。高级辅助驾驶系统基于自主深度学习框架HQNN，2014年率先应用于长沙渣土车，并已在23个城市推广，长沙案例显示市民投诉下降40%、安全责任事故同比下降80%。,128,88,88,0,7,22,20,23,13,3,16,0.18181818181818182,3,-13,2.25,
688288_1207048263_glm4_dewrap_join_chunk_0003,688288,鸿泉物联,1207048263,3,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688288_1207048263_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6753,6210,3992,3992,20,3992,292,292,"成生科技智慧城市平台覆盖上海生活垃圾物流、上海渣土车辆监管、浦东河道管理、国家气候中心MAPFS、上海中心气象台GFE等系统，通过传感器、摄像头和车载联网终端采集数据并回传云平台，实现环卫、水务、气象等场景的信息化监管和智能考核。运营服务面向渣土车队、环卫车队，按3个月、6个月或12个月期限收费，客户自行购买车载联网终端，成生科技承担3G/4G传输和运维成本。主营收入中，智能增强驾驶系统2019年1-6月收入8,725.80万元、占62.00%，2018年收入14,290.17万元、占57.66%；商用车应用领域占比分别为79.79%、77.06%、87.00%和90.36%。",146,82,82,0,6,12,20,24,16,4,20,0.24390243902439024,3,-17,2.5365853658536586,
688288_1207048263_glm4_dewrap_join_chunk_0004,688288,鸿泉物联,1207048263,4,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688288_1207048263_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6663,5989,3993,3993,20,3993,292,292,发行人外协厂商杭州金陵、浙江华云、杭州里德股权结构清晰，前两者为国有企业，相关董监高、核心技术人员及主要关联方未持有权益或存在关联关系。报告期外协加工费分别为277.32万元、348.23万元、72.89万元和97.48万元，占营业成本比例为3.43%、2.63%、0.59%和1.40%；2018年外协占比降至15.62%，2019年1-6月因订单增长升至26.73%，仍不存在严重依赖。销售以直销为主，2019年1-6月、2018年、2017年、2016年直销收入占比分别为99.26%、97.62%、95.03%和86.49%，主要客户包括陕汽、北汽福田、苏州金龙、安徽华菱等。,146,96,96,0,8,13,26,28,17,4,21,0.21875,3,-18,2.46875,
688288_1207048263_glm4_dewrap_join_chunk_0005,688288,鸿泉物联,1207048263,5,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688288_1207048263_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7155,6707,3976,3976,20,3976,302,302,"公司经销收入及占比持续下降，2016年至2019年1-6月经销商数量由34家降至23家，经销收入由2,055.80万元降至104.82万元，占比由13.51%降至0.74%。发行人采用IPD研发体系，2010年为苏州金龙开发G-BOS，2011年为陕汽开发天行健，2014年研发渣土车高级辅助驾驶系统并在长沙推广，2016年拓展新能源客车应用。发行人及成生科技主营业务未变，剔除成生科技后2019年1-6月模拟营业收入13,228.43万元、净利润3,403.67万元；公司通过ISO14001认证，不属于重污染行业，成生科技平台运营服务2019年1-6月收入424.85万元、占主营业务收入3.02%。",151,104,104,0,9,18,27,29,17,4,21,0.20192307692307693,3,-18,2.375,
688288_1207048263_glm4_dewrap_join_chunk_0006,688288,鸿泉物联,1207048263,6,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688288_1207048263_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7357,6949,3979,3979,20,3979,144,144,本块主要为智能网联汽车、车联网及交通运输信息化相关主管部门、行业组织、产业政策和行业概况披露。与发行人直接相关的信息较少：发行人为国内商用车智能网联设备提供厂商，主营业务与智能网联汽车产业发展相关；公司明确称自动驾驶并非其业务发展方向，业务更偏向商用车网联化、智能增强驾驶及相关车载设备。,72,58,58,0,6,41,5,4,2,0,2,0.034482758620689655,2,0,1.2241379310344827,
688288_1207048263_glm4_dewrap_join_chunk_0007,688288,鸿泉物联,1207048263,7,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688288_1207048263_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6986,6483,3998,3998,20,3998,259,259,发行人产品主要应用于商用车智能网联场景，智能增强驾驶系统以行驶记录仪为主要硬件形态，并衍生智能增强驾驶模块和大数据云平台；新能源车应用规模较小，2019年1-6月、2018年收入占比分别为2.13%、1.90%。公司2010年为苏州金龙开发G-BOS智慧运营系统，2011年为陕汽开发天行健车联网服务系统，2014年研发高级辅助驾驶系统并用于长沙渣土车项目。公司智能增强驾驶终端市场占有率2019年6月末为22.19%，2018年为20.09%；截至2019年6月末，已安装终端重卡114万辆，存量占有率22.80%。,130,86,86,0,7,41,12,13,9,4,13,0.1511627906976744,4,-9,1.8604651162790697,
688288_1207048263_glm4_dewrap_join_chunk_0008,688288,鸿泉物联,1207048263,8,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688288_1207048263_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6899,6513,3942,3942,20,3942,258,258,"发行人2014年率先研发渣土车高级辅助驾驶系统并应用于长沙，在全国已实施渣土车管理项目的27个城市中参与23个，市场占有率领先。公司形成智能增强驾驶、基于人工智能的商用车辅助驾驶、专项作业车智能感知及主动干预、大数据与云平台、终端可靠性及环境适应性等核心技术。发行人主要产品为智能增强驾驶系统、高级辅助驾驶系统、人机交互终端及车载联网终端，选取启明信息、兴民智通、雅迅网络、锐明股份作为可比对象，但现有上市公司仅部分业务可比。公司2018年末资产总计30,668.17万元，低于可比公司平均228,891.16万元。",129,93,93,0,8,24,25,18,14,4,18,0.1935483870967742,4,-14,2.193548387096774,
688288_1207048263_glm4_dewrap_join_chunk_0009,688288,鸿泉物联,1207048263,9,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688288_1207048263_glm4_dewrap_join_chunk_0009.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6784,6291,3998,3998,20,3998,278,278,发行人产品主要面向重卡整车厂，智能网联汽车渗透率提升、产品3-5年生命周期短于整车5-8年生命周期、国六和治超等政策及新产品拓展可平抑周期性。公司围绕智能网联设备形成多项核心技术，拥有38项专利、114项软件著作权，技术人员182人，占员工总数48.53%，2018年和2019年1-6月研发投入占比分别为15.98%、14.14%。公司已成为陕汽、北汽福田、安徽华菱、苏州金龙、北奔、三一重工、东风汽车、大运汽车等大型整车厂主要供应商；但对陕汽依赖较高，2016年至2019年1-6月销售占比分别为35.48%、51.31%、46.71%和54.45%。,139,73,73,0,5,17,17,17,12,5,17,0.2328767123287671,4,-13,2.3972602739726026,
688288_1207048263_glm4_dewrap_join_chunk_0010,688288,鸿泉物联,1207048263,10,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688288_1207048263_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6714,6122,3977,3977,20,3977,284,284,"发行人主要产品价格中，2019年1-6月智能增强驾驶终端558.34元/台，高级辅助驾驶系统6,063.81元/台；智能增强驾驶平台销售2套，均价81.25万元。公司前装客户主要为商用车、新能源车整车厂，后装客户为4S店、改装厂、运输公司等，主要整车厂客户多通过招投标采购，主要产品均通过合格供应商认证。2019年1-6月前五大客户销售额11,038.33万元，占主营业务收入78.44%，其中陕汽54.45%、北汽福田12.19%。公司为陕汽、苏州金龙、安徽华菱等开发车联网系统，陕汽、苏州金龙、安徽华菱向公司采购产品占其同类采购总量80%以上，北汽福田超过50%。",142,75,75,0,7,7,14,19,20,8,28,0.37333333333333335,4,-24,2.8266666666666667,
688288_1207048263_glm4_dewrap_join_chunk_0011,688288,鸿泉物联,1207048263,11,20,results/glm4_dewrap_join_pilot50_20260705/chunks/688288_1207048263_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6743,6257,3941,3941,20,3941,283,283,报告期内发行人与陕汽合作主体主要为陕西天行健，2016年至2019年上半年陕汽销售占主营收入比例为35.48%、51.31%、46.71%和54.45%，前五大客户销售占比均在74%以上。发行人前装客户以整车厂为主，后装客户包括4S店、改装厂和运输公司，渣土车项目呈“一城一策”。发行人已为苏州金龙开发G-BOS系统、为陕汽开发天行健系统，并与陕汽、北汽福田、安徽华菱、北奔、苏州金龙等建立长期合作。发行人拥有省级研发中心、CNAS检测中心，报告期累计研发投入占营收15.90%，形成38项专利和114项软件著作权，终端质量排名位列10万以上级和5-10万级第一名。,142,79,79,0,7,16,15,20,17,4,21,0.26582278481012656,4,-17,2.4556962025316458,
