category,term,raw_term,source
innovation_process,进入开发阶段,进入开发阶段,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入研发阶段,进入研发阶段,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进入注册阶段,进入注册阶段,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,阶段性成果,阶段性（的）成果,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,阶段性的成果,阶段性（的）成果,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,阶段性研究成果,阶段性（的）研究成果,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,阶段性的研究成果,阶段性（的）研究成果,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得一定成果,取得一定（的）成果,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得一定的成果,取得一定（的）成果,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,初步成果,初步（的）成果,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,初步的成果,初步（的）成果,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,有所进展,有所进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进展顺利,进展顺利,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进展明显,进展明显,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进展显著,进展显著,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得进展,取得进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得一定进展,取得一定（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得一定的进展,取得一定（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得积极进展,取得积极（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得积极的进展,取得积极（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得良好进展,取得良好（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得良好的进展,取得良好（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得较好进展,取得较好（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得较好的进展,取得较好（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,初步进展,初步进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,实质进展,实质进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,实质性进展,实质性（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,实质性的进展,实质性（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,突破性进展,突破性（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,突破性的进展,突破性（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,阶段性进展,阶段性（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,阶段性的进展,阶段性（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,新进展,新（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,新的进展,新（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,较大进展,较大（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,较大的进展,较大（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,全面进展,全面（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,全面的进展,全面（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,重要进展,重要（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,重要的进展,重要（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,显著进展,显著（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,显著的进展,显著（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,突出进展,突出进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,重大进展,重大（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,重大的进展,重大（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,巨大进展,巨大（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,巨大的进展,巨大（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,极大进展,极大（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,极大的进展,极大（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,里程碑进展,里程碑（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,里程碑的进展,里程碑（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,里程碑式进展,里程碑式（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,里程碑式的进展,里程碑式（的）进展,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,实现突破,实现突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,获得突破,获得突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,有所突破,有所突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得突破,取得突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得一定突破,取得一定（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,取得一定的突破,取得一定（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进一步突破,进一步（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,进一步的突破,进一步（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,新突破,新（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,新的突破,新（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,阶段性突破,阶段性（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,阶段性的突破,阶段性（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,较大突破,较大（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,较大的突破,较大（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,全面突破,全面（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,全面的突破,全面（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,显著突破,显著（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,显著的突破,显著（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,重要突破,重要（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,重要的突破,重要（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,重大突破,重大（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,重大的突破,重大（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,巨大突破,巨大（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,巨大的突破,巨大（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,极大突破,极大（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,极大的突破,极大（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,里程碑突破,里程碑（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,里程碑的突破,里程碑（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,里程碑式突破,里程碑式（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,里程碑式的突破,里程碑式（的）突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,战略性突破,战略性突破,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,突破了,突破了,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,技术飞跃,技术飞跃,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,跨越式,跨越式,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,立项,立项,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,成功申报,成功申报,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,成功申请,成功申请,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,立题,立题,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,IND批件,IND批件,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,IND获批,IND获批,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,IND批准,IND批准,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,批准IND,批准IND,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,获批临床,获批临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,批准临床,批准临床,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,临床批件,临床批件,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,临床批文,临床批文,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,伦理批件,伦理批件,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,一致性评价,一致性评价,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,工艺包开发,工艺包开发,Cheng_Xinsheng_et_al_2022_Table_1
innovation_process,工艺包编制,工艺包编制,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,开发成功,开发成功,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,成功开发,成功开发,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,研制成功,研制成功,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,成功研制,成功研制,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,研发成功,研发成功,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,成功研发,成功研发,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,完成开发,完成开发,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,开发完成,开发完成,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,完成研制,完成研制,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,研制完成,研制完成,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,完成研发,完成研发,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,研发完成,研发完成,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,完成产品开发,完成产品开发,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,完成产品研发,完成产品研发,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,实验成功,实验成功,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,自主完成,自主完成,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,开发完毕,开发完毕,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,研制完毕,研制完毕,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,研发完毕,研发完毕,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,成果,成果,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,认证,认证,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,验收,验收,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,交付,交付,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,鉴定,鉴定,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,结项,结项,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,结题,结题,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,论文,论文,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,文献,文献,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,证书,证书,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,合格证,合格证,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批准文号,批准文号,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,专利,专利,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新外观设计,新外观设计,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,软件著作权,软件著作权,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,推出,推出,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,发布,发布,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,发版,发版,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,开发了,开发了,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,研发了,研发了,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,研制了,研制了,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,自研了,自研了,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计了,设计了,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,研发出,研发出,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,开发型,开发型,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,出,出,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,研制出,研制出,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,自研出,自研出,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计出,设计出,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,研发的,研发的,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,开发的,开发的,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,研制的,研制的,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,自研的,自研的,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计的,设计的,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,转化为,转化为,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新一代,新一代,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新产品,新产品,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新物种,新物种,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新机型,新机型,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新软件,新软件,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新规格,新规格,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新产线,新产线,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新生产线,新生产线,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新开发,新开发,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新研制,新研制,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新研发,新研发,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新版,新版,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新应用,新应用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新模式,新模式,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新品,新品,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新游戏,新游戏,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新车,新车,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新作,新作,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新式,新式,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新款,新款,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,新上市,新上市,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,全新,全新,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,首发,首发,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,首推,首推,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,首台,首台,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,首创,首创,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,独创,独创,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,垄断,垄断,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,空白,空白,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,首例,首例,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,首款,首款,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,首支,首支,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,首次打造,首次打造,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,首次应用,首次应用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,首次实现,首次实现,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批产,批产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,小批生产,小批生产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,获批生产,获批生产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,生产批件,生产批件,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,生产批文,生产批文,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,注册批件,注册批件,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,注册批生产,注册批生产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,产品注册证,产品注册证,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,医疗器械注册证,医疗器械注册证,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,NDA批件,NDA批件,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,NDA获批,NDA获批,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批准NDA,批准NDA,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,NDA批准,NDA批准,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,首仿获批,首仿获批,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,药品批件,药品批件,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,产品获批,产品获批,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,进入生产阶段,进入生产阶段,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,进入市场推广阶段,进入市场推广阶段,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,量产,量产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批量生产,批量生产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批量销售,批量销售,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批量供货,批量供货,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批量供应,批量供应,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批量出货,批量出货,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,小量出货,小量出货,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批量应用,批量应用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批量运用,批量运用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批量使用,批量使用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批量运行,批量运行,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,稳定应用,稳定应用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,进入转产,进入转产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,完成出货,完成出货,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,实现商用,实现商用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,成功商用,成功商用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,商用成功,商用成功,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,实现商业化,实现商业化,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,实现产品化,实现产品化,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,实现小型化,实现小型化,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,实现系统化,实现系统化,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,实现产业化,实现产业化,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,产业化应用,产业化应用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,工业级应用,工业级应用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,正式商用,正式商用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,投入运用,投入运用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,投入使用,投入使用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,投入实用,投入实用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,投入运行,投入运行,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,投运,投运,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,投入运营,投入运营,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,投产,投产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,投入生产,投入生产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,应用于生产,应用于生产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,投放市场,投放市场,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批准上市,批准上市,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批准生产,批准生产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,生产许可证,生产许可证,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,制造许可证,制造许可证,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,批量化,批量化,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,落地应用,落地应用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,成功应用,成功应用,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,上市销售,上市销售,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,已上市,已上市,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,上线,上线,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,投入市场,投入市场,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,推向市场,推向市场,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,正式生产,正式生产,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,生产上市,生产上市,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,成功转化,成功转化,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,开车,开车,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,合格产品名录,合格产品名录,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,高新技术产品目录,高新技术产品目录,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,创新医疗器械产品目录,创新医疗器械产品目录,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,优秀国产医疗设备产品目录,优秀国产医疗设备产品目录,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技发明金奖,科技发明金奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技发明银奖,科技发明银奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技发明铜奖,科技发明铜奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计金奖,设计金奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计银奖,设计银奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计铜奖,设计铜奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术发明特等奖,技术发明特等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术发明一等奖,技术发明一等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术发明二等奖,技术发明二等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术发明三等奖,技术发明三等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术革新特等奖,技术革新特等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术革新一等奖,技术革新一等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术革新二等奖,技术革新二等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术革新三等奖,技术革新三等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术进步特等奖,技术进步特等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术进步一等奖,技术进步一等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术进步二等奖,技术进步二等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术进步三等奖,技术进步三等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技特等奖,科技特等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技一等奖,科技一等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技二等奖,科技二等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技三等奖,科技三等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技进步特等奖,科技进步特等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技进步一等奖,科技进步一等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技进步二等奖,科技进步二等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科技进步三等奖,科技进步三等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科学技术特等奖,科学技术特等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科学技术一等奖,科学技术一等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科学技术二等奖,科学技术二等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,科学技术三等奖,科学技术三等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计特等奖,设计特等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计一等奖,设计一等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计二等奖,设计二等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,设计三等奖,设计三等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,基础研究类一等奖,基础研究类一等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,基础研究类二等奖,基础研究类二等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,基础研究类三等奖,基础研究类三等奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,阿拉丁神灯奖,阿拉丁神灯奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,艾普兰奖,艾普兰奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,艾普兰创新奖,艾普兰创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,艾普兰金奖,艾普兰金奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,艾普兰智能创新奖,艾普兰智能创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,艾普兰核芯奖,艾普兰核芯奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,艾普兰智能科技奖,艾普兰智能科技奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,标准创新贡献奖,标准创新贡献奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,IFA,IFA,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,IOTE,IOTE,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,CMF,CMF,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,IF奖,IF奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,IDEA奖,IDEA奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,CF奖,CF奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,A+之星,A+之星,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,产品创新奖,产品创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,技术创新奖,技术创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,中国工业车辆创新奖,中国工业车辆创新奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,产品开发贡献奖,产品开发贡献奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,产品优秀奖,产品优秀奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,中国最具创新力制剂品种,中国最具创新力制剂品种,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,创新案例奖,创新案例奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,优秀产品品牌,优秀产品品牌,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,省长杯,省长杯,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,中国家电好产品,中国家电好产品,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,产品金奖,产品金奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,零部件金奖,零部件金奖,Cheng_Xinsheng_et_al_2022_Table_1
innovation_result,高端产品至尊奖,高端产品至尊奖,Cheng_Xinsheng_et_al_2022_Table_1
