custom_id,sec_code,sec_name,announcement_id,chunk_index,chunk_count,chunk_file,normalization_mode,tokenizer,max_tokens,chunk_chars,chunk_compact_chars,chunk_glm4_tokens,Text_len,Chunk_num,chunk_token_proxy,summary_compact_chars,summary_chars,summary_text,summary_token_proxy,sentence_count,sentence_count_reported,sentence_count_mismatch,n0,n1,n2,n3,n4,n5,high_score_count,high_score_share,summary_sentence_count,summary_high_score_gap,relevant_score,relevant_score_model,summary_glm4_tokens,Summary_len_proxy,Summary_len_glm4,Redundancy_chunk_proxy,Redundancy_chunk_glm4,Redundancy_chunk_proxy_w99,Redundancy_chunk_glm4_w99,innovation_terms_all_union,innovation_terms_without_target,innovation_rate_all_union,innovation_rate_without_target,source_glm_batch,source_dir,source_shard
688068_1206944408_glm4_dewrap_join_chunk_0010,688068,热景生物,1206944408,10,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0010.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6698,6096,3985,3985,24,3985,218,218,公司移动式生物快速侦检仪和上转发光微生物免疫分析仪被列入国家相关标准选配装备。公司推出的MQ60及MQ60plus化学发光分析仪满足基层医院需求，填补市场空白。C2000大型化学发光免疫分析仪器达到行业先进水平，独家集成肝癌三联检特殊检测模块。公司拥有31项磁微粒化学发光试剂注册证书，在研试剂项目超过60项。报告期内，公司试剂产品产能利用率均维持在较高水平。公司主营业务收入中检测试剂占比超过90%，其中上转发光法试剂为主要收入来源。,109,54,54,0,0,12,15,14,10,3,13,0.2407407407407407,6,-7,2.574074074074074,,122,109,122,36.559633027522935,32.66393442622951,,,96,65,24.09033877038896,16.311166875784192,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0011,688068,热景生物,1206944408,11,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0011.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6188,5404,3986,3986,24,3986,260,260,报告期内，发行人诊断试剂前五大客户包括长春市朗华威生物科技有限公司、湖南民达医药有限责任公司等，合计销售金额占比最高达20.66%。检测仪器前五大客户包括厦门思诺信科技有限公司、中国科学器材有限公司等，合计销售金额占比最高达11.26%。生物原料销售前五大客户包括深圳迈瑞生物医疗电子股份有限公司、博阳生物科技（上海）有限公司等，合计销售金额占比最高达1.98%。经销模式下，前十大客户包括长春市朗华威生物科技有限公司、湖南民达医药有限责任公司等，合计销售收入占比最高达21.23%。主要客户与发行人之间不存在关联关系。,130,15,60,1,0,0,0,0,15,0,15,1.0,5,-10,4.0,,140,130,140,30.661538461538463,28.47142857142857,,,90,28,22.579026593075763,7.024586051179127,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0012,688068,热景生物,1206944408,12,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0012.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6204,5483,3960,3960,24,3960,280,280,"弘润天源通过经销商销售品牌相关仪器产品，2017年经销模式前十大客户销售收入合计3,174.55万元，占主营业务收入22.56%；2016年经销模式前十大客户销售收入合计3,573.65万元，占主营业务收入29.24%。报告期内，经销商客户中除上海热景生物与杭州热景生物为关联方外，其他均无关联关系。2019年1-6月直销模式前十大客户销售收入合计335.40万元，占主营业务收入3.59%；2018年直销模式前十大客户销售收入合计917.54万元，占主营业务收入4.92%；2017年直销模式前十大客户销售收入合计790.05万元，占主营业务收入5.61%。",140,68,68,0,12,42,8,4,2,0,2,0.0294117647058823,4,2,1.1470588235294117,,161,140,161,28.285714285714285,24.596273291925467,,,115,46,29.04040404040404,11.616161616161616,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0013,688068,热景生物,1206944408,13,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0013.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6272,5553,3975,3975,24,3975,343,343,"报告期内，公司直销模式前十大客户合计贡献销售收入408.39万元，占主营业务收入比例3.33%。公司不存在向单个客户销售比例超过50%或严重依赖少数客户的情况。报告期内，公司终端医疗机构数量逐年递增，2016年至2019年1-6月分别为1,480家、1,917家、2,321家、2,346家，以三级医院和二级医院为主，合计占比超过70%。试剂销售数量及金额逐年递增，2016年至2019年1-6月试剂销售数量分别为610.52万人份、672.40万人份、860.41万人份、483.14万人份，三级医院销售数量和收入占比约为50%，90%左右的试剂销往三级医院和二级医院。公司上转发光仪器单机产出呈现下降趋势，主要原因是适应分级诊疗发展形势，加大了上转发光仪器在基层医疗机构的投放力度。",172,46,46,0,12,15,10,5,3,1,4,0.0869565217391304,5,1,1.4565217391304348,,207,172,207,23.11046511627907,19.202898550724637,,,49,37,12.327044025157234,9.30817610062893,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0014,688068,热景生物,1206944408,14,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0014.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6024,5292,3994,3994,24,3994,227,228,UPT-3A-1800 仪器生产成本下降和故障率降低，公司加大了投放力度，特别是对基层医疗机构的投放。仪器投放初期产出较低，但随着操作人员熟悉和检测项目增加，产出逐步提高。公司处于仪器快速投放阶段，仪器投放量较大，拉低了单台仪器产出，但随着时间推移和用户认可度提高，单台仪器产出将逐步回升。报告期内，公司主要原材料采购金额逐年上升，其中试剂类原材料采购占比稳定，仪器类原材料采购占比也保持稳定。抗原抗体单价呈下降趋势，主要是由于采购量增加，供应商给予优惠。,114,42,42,0,10,15,8,5,3,1,4,0.0952380952380952,5,1,1.5,,131,114,131,35.03508771929825,30.48854961832061,,,28,16,7.010515773660491,4.00600901352028,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0015,688068,热景生物,1206944408,15,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0015.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6476,5843,3989,3989,24,3989,256,257,NC 膜是公司快速类检测试剂的关键原材料，占单位成本比例在2%-3%之间，2018年因采购价格上涨导致占比升至2.84%。公司通过默克化工和赛多利斯两家供应商采购NC膜，与默克化工有5年供货协议，2019年上半年增加了赛多利斯的采购比重以降低依赖。光电倍增管是化学发光仪器中的关键组件，用于光子计数探头，公司从日本滨松光子学采购，存在一定进口依赖。报告期内，公司前五大供应商采购金额合计占比在23.6%-58.17%之间，2019年上半年前五大供应商采购金额占比为26.55%，主要供应商包括滨松光子学、米思米等。,128,62,62,0,18,15,12,8,7,2,9,0.1451612903225806,5,-4,1.6290322580645162,,160,128,160,31.1640625,24.93125,,,40,18,10.02757583354224,4.512409125094008,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0016,688068,热景生物,1206944408,16,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0016.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6297,5346,3976,3976,24,3976,252,252,"报告期内，公司前五大试剂供应商包括杭州奇天乐塑业有限公司、军科院微生物所等，采购金额合计970.19万元；前五大仪器供应商包括文安县兴旭五金制品有限公司、天津恒海机电设备贸易有限公司等，采购金额合计1076.06万元。公司不存在向单个供应商采购比例超过50%或严重依赖少数供应商的情况，且与主要供应商无关联关系。公司拥有测试仪器、房屋建筑物等固定资产，账面价值合计12,170.22万元；拥有土地使用权及14项境内注册商标，账面价值合计941.87万元。公司高度重视安全生产工作，未发生重大安全生产事故。",126,62,62,0,10,15,12,10,10,5,15,0.2419354838709677,6,-9,2.161290322580645,,135,126,135,31.555555555555557,29.451851851851853,,,54,19,13.58148893360161,4.778672032193159,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0017,688068,热景生物,1206944408,17,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0017.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5936,5182,3995,3995,24,3995,241,241,热景生物拥有32项专利权，包括12项发明专利和17项实用新型专利。其中，发明专利涵盖免疫层析、肝癌早期诊断、心衰诊断、乙肝检测等领域，实用新型专利涉及免疫分析仪、化学发光技术等。部分专利已应用于获得医疗器械注册证的产品，如降钙素原测定试剂盒、甲胎蛋白异质体比率测定试剂盒等。公司还拥有14项境内商标获得初步审定公告，包括GLYCOPANEL、μBactoHealth等品牌。公司与杭州热景、上海热景签订知识产权许可协议，授权使用其注册商标，并要求对方出具承诺函，确保不损害公司信誉。,121,62,62,0,18,10,8,12,9,5,14,0.2258064516129032,5,-9,1.9838709677419355,,138,121,138,33.01652892561984,28.94927536231884,,,96,87,24.030037546933663,21.777221526908633,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0018,688068,热景生物,1206944408,18,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0018.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5919,5266,3774,3774,24,3774,255,255,发行人拥有3项共有发明专利、7项共有实用新型专利，其中除一种微生物快速检测试剂盒专利外，其他均为核心技术。发行人通过军科院微生物所授权许可使用2项基础专利技术，许可期限至2030年。报告期内，基于该技术的试剂收入占比较高。发行人拥有3项外观设计专利和10项计算机软件著作权，均应用于试剂和仪器产品中。发行人持有医疗器械生产许可证、经营许可证等资质，拥有73项试剂类和5项仪器类医疗器械注册证。主要产品包括甲胎蛋白异质体AFP-L3亲和吸附离心管、异常凝血酶原测定试剂盒等，用于肝癌辅助诊断、心力衰竭辅助诊断等。,128,62,62,0,15,20,10,8,7,2,9,0.1451612903225806,6,-3,1.6451612903225807,,150,128,150,29.484375,25.16,,,98,75,25.96714361420244,19.87281399046105,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0019,688068,热景生物,1206944408,19,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0019.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,5820,5147,3912,3912,24,3912,674,674,公司拥有多种体外诊断试剂盒，包括用于肝损伤、肝硬化、原发性肝癌辅助诊断的蛋白测定试剂盒，用于心肌梗死、心肌病等辅助诊断的肌酸激酶同工酶测定试剂盒，以及用于细菌感染性疾病辅助诊断的降钙素原测定试剂盒等。公司还生产用于肾损伤辅助诊断的中性粒细胞明胶酶相关脂质运载蛋白测定试剂盒，用于类风湿性关节炎辅助诊断的抗环瓜氨酸肽抗体测定试剂盒，以及用于肝癌病情监测和疗效评价的甲胎蛋白测定试剂盒等。此外，公司还生产用于急性心肌梗死辅助诊断的心脏型脂肪酸结合蛋白检测试剂盒，用于急性心肌梗死早期诊断或急、慢性心力衰竭患者预后监测的可溶性生长刺激表达基因2蛋白测定试剂盒等。公司还生产用于胃炎、胃癌辅助诊断的胃蛋白酶原I和II测定试剂盒，用于恶性肿瘤复发转移监测的铁蛋白测定试剂盒，以及用于甲状腺功能相关检测的总三碘甲状腺原氨酸、总甲状腺素、促甲状腺素测定试剂盒等。公司还生产用于性激素相关检测的促卵泡生成激素、雌二醇、睾酮、孕酮、泌乳素、促黄体生成素测定试剂盒等。公司还生产用于多项目同机检测的全自动化学发光免疫分析仪C2000，兼容所有常用的免疫反应模式，采用化学发光免疫分析技术，理论测试速度150T/h。公司还生产用于上转发光免疫分析的UPT-3A分析仪，可对血清、血浆、全血、尿液等多种标本进行直接检验，适用性强，且检测光信号无本底、无猝灭，检测速度快、灵敏度高，理论测试速度100T/h。公司还生产用于化学发光免疫分析的MQ60/M全自动分析仪，可检测全血、血清及血浆样本，提供实验管理、试剂管理和质控管理，能连接医院LIS系统，理论测试速度18T/h。,337,74,74,0,0,0,0,74,0,0,0,0.0,5,5,3.0,,401,337,401,11.608308605341248,9.75561097256858,,,75,75,19.171779141104295,19.171779141104295,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0020,688068,热景生物,1206944408,20,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0020.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6677,6332,3999,3999,24,3999,272,272,热景生物的MQ60plus和UPT-3A分析仪采用上转发光技术，可检测全血、血清及血浆样本，理论测试速度分别为72T/h和100T/h。公司拥有58项医疗器械出口销售资质文件。公司掌握上转发光技术、糖捕获技术、磁微粒化学发光技术、基因重组及单克隆抗体技术等多项核心技术，构建了完善的技术平台体系。上转发光技术获得2015年度国家技术发明奖二等奖，公司申请并获得了17项上转发光技术相关专利，取得了23个医疗器械注册证。公司正在研发手持型上转发光免疫分析仪和多通道全自动上转发光免疫分析仪，并围绕POCT领域急病、慢病等临床研究热点开发多项产品。,136,60,60,0,15,12,10,8,10,5,15,0.25,6,-9,2.0166666666666666,,157,136,157,29.404411764705884,25.471337579617835,,,265,147,66.26656664166042,36.75918979744936,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0021,688068,热景生物,1206944408,21,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0021.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6638,6189,3866,3866,24,3866,221,221,公司掌握上转发光、糖捕获、磁微粒化学发光等核心技术，研发出肝癌早诊三联检、AFP-L3等产品，获得国家重点新产品计划支持。公司研发的AFP/AFP-L3%/DCP肝癌早诊三联检产品，可提前3-27个月反应肝脏癌变。公司自主研发的高尔基体蛋白73（GP73）是国内独家产品，用于肝病进程创新指标检测。公司核心技术产品收入占比达91.36%，其中上转发光试剂产品收入占比55.18%。公司获得北京市科学技术二等奖、中华医学会二等奖等多项重要奖项。,111,62,62,0,12,15,10,12,9,4,13,0.2096774193548387,6,-7,2.0483870967741935,,124,111,124,34.828828828828826,31.177419354838708,,,244,136,63.11433005690637,35.17847904811174,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0022,688068,热景生物,1206944408,22,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0022.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6902,6374,3998,3998,24,3998,391,391,热景生物拥有多项北京市科学技术委员会认证的试剂盒和仪器，包括胎儿纤维连接蛋白定量测定试剂盒、乙肝病毒大蛋白测定试剂盒等。公司承担了多项国家科技部重大科研项目，包括863计划、重大专项和创新项目，以及北京市科委和中关村管委会课题。公司设有完善的研发机构，包括临床前沿试剂研发部、公共安全试剂研发部等八个部门，并设有“生物应急与临床POCT北京市重点实验室”和“博士后科研工作站”。公司研发人员共计116人，核心技术人员10人。公司研发投入逐年增加，2019年1-6月研发经费为1351.07万元，研发费用占营业收入比例为14.38%。公司建立了完善的产学研用合作机制，与军科院微生物所、北京大学等机构合作，成功研制和产业化多种产品。公司拥有多项核心技术平台，包括上转发光技术平台和磁微粒化学发光技术平台，并建立了从生物活性原材料研发、诊断试剂研发到仪器研发的体外诊断全链条式研发体系。,196,35,65,1,0,0,0,0,23,12,35,1.0,6,-29,4.3428571428571425,,212,196,212,20.397959183673468,18.858490566037737,,,405,172,101.30065032516258,43.02151075537769,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0023,688068,热景生物,1206944408,23,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0023.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6747,6287,3955,3955,24,3955,305,316,热景生物研发中心引进多领域专业人才，并建立激励制度以保障产品持续创新。公司依托“临床 POCT 和生物安全北京市重点实验室”和“博士后科研工作站”，拓展现有技术平台产品类型，进行创新技术储备。在研产品包括多种肿瘤诊断试剂、激素类诊断试剂盒、肾病诊断试剂盒、心脑管疾病诊断试剂等，以及 MQ60 Pro 系列化学发光免疫分析仪等仪器。公司突破“囊萤技术”等核心技术，并申请相关专利，该技术发光强度是现有材料的 500-1000 倍。公司已取得 ISO9001 质量管理体系认证和 ENISO13485:2016 认证，建立多层次内部质量控制制度和标准，确保产品质量。报告期内，公司未发生产品质量问题、引发不良反应等安全事件或召回情形。,153,62,62,0,12,15,18,10,5,2,7,0.1129032258064516,5,-2,1.7903225806451613,,175,153,175,25.84967320261438,22.6,,,300,179,75.85335018963337,45.259165613147914,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688068_1206944408_glm4_dewrap_join_chunk_0024,688068,热景生物,1206944408,24,24,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688068_1206944408_glm4_dewrap_join_chunk_0024.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,927,892,484,484,24,484,126,126,吉林热景持有吉林省长春市食品药品监督管理局核发的《医疗器械经营许可证》，经营范围为6840临床检验分析仪器及诊断试剂等。热景生物持有北京市大兴区食品药品监督管理局备案的《第二类医疗器械经营备案凭证》，经营范围为II类6840临床检验分析仪器及诊断试剂。,63,11,11,0,0,7,2,2,0,0,0,0.0,2,2,1.5454545454545454,,64,63,64,7.682539682539683,7.5625,,,14,13,28.925619834710744,26.859504132231407,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0001,688366,昊海生科,1207015183,1,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0001.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6481,6066,3998,3998,28,3998,347,347,公司是一家应用生物医用材料技术和基因工程技术进行医疗器械和药品研发、生产和销售的科技创新型企业，在眼科、整形美容与创面护理、骨科和防粘连及止血四个主要业务领域取得了行业领先优势。公司是国内第一大眼科粘弹剂生产商及国际人工晶状体知名生产商之一，旗下人工晶状体品牌占据中国人工晶状体30%的市场份额。公司是国内第二大外用重组人表皮生长因子生产商以及知名国产玻尿酸生产商之一。公司是国内第一大骨科关节腔粘弹补充剂生产商。公司是国内第一大手术防粘连剂生产商以及主要的医用胶原蛋白海绵生产商之一。公司拥有国家级企业技术中心、国家级博士后科研工作站、两个国家级研发平台，以及四个省部级技术及研发转化平台和一个上海市院士专家工作站，并已在中国、美国、英国建立一体化的联动研发体系。公司已获得发明专利40余项。,174,62,62,0,0,12,15,20,12,3,15,0.2419354838709677,6,-9,2.661290322580645,,180,174,180,22.97701149425287,22.211111111111112,,,80,29,20.01000500250125,7.253626813406704,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0002,688366,昊海生科,1207015183,2,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0002.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6341,5889,3968,3968,28,3968,248,248,公司通过产品性能差异化开展自产与外购人工晶状体业务，两类业务收入均保持稳定增长。公司自产玻尿酸产品“海薇”和“姣兰”合计占玻尿酸销售收入比例在75%以上，其中“海薇”1ml规格占比最高。公司玻尿酸产品与国内主要竞争对手价格处于同一区间，低于进口品牌。公司骨科关节腔注射产品包括玻璃酸钠注射液和医用几丁糖，用于治疗骨关节炎。公司防粘连及止血产品包括医用几丁糖防粘连系列和医用胶原蛋白海绵，用于各类外科手术。公司以核心技术为驱动力，主要依靠拥有自主知识产权的生物医用材料产品研发、生产和销售获取收入。,124,48,48,0,12,15,10,6,4,1,5,0.1041666666666666,6,1,1.5416666666666667,,148,124,148,32.0,26.81081081081081,,,26,21,6.55241935483871,5.292338709677419,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0003,688366,昊海生科,1207015183,3,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0003.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6624,6125,3992,3992,28,3992,227,227,公司搭建了四大生物医用材料研发平台，通过仿制、创新和自主创新相结合研发新技术、新产品。2016年至2018年，公司营业收入年均复合增长率为34.52%。公司核心生物医用材料产品以自主研发及生产为主，同时经销部分进口品牌人工晶状体等产品。2016年至2019年1-6月，公司“自产销售”业务模式下收入占主营业务收入比重分别为94.96%、79.62%、79.53%和80.87%。公司采取经销与直销并举的销售模式，已建立全国营销网络，直销队伍覆盖重点市场。,114,22,58,1,0,0,0,12,10,0,10,0.4545454545454545,5,-5,3.4545454545454546,,126,114,126,35.01754385964912,31.682539682539684,,,39,16,9.769539078156312,4.008016032064128,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0004,688366,昊海生科,1207015183,4,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0004.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6711,6265,3948,3948,28,3948,278,278,公司已与全国2000余家医药经销商建立业务关系，覆盖30余个省市，并与数千家医院建立稳定合作。公司设有市场部、医学部等专业化部门推广产品，通过学术会议等形式巩固市场形象。公司采用经销与直销相结合模式，对经销商实行严格信用政策，要求款到发货，仅对长期合作经销商给予有限信用期。公司产品主要用于眼科、骨科、外科及烧伤治疗，终端应用场景均为医疗机构。公司通过经销商资质审核、授权管理、定期检查等手段，严格控制经销商将医疗器械产品销售至非医疗机构的风险。报告期内，公司同行业可比公司中，多数采用经销商模式，经销模式销售比例和毛利率与可比公司平均水平不存在显著差异。,139,62,62,0,15,20,10,8,7,2,9,0.1451612903225806,6,-3,1.6451612903225807,,150,139,150,28.402877697841728,26.32,,,28,10,7.092198581560283,2.532928064842958,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0005,688366,昊海生科,1207015183,5,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0005.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6705,6141,3992,3992,28,3992,222,222,公司通过经销模式和直销模式销售骨科、防粘连与止血、眼科、整形美容与创面护理等产品。2019年1-6月，公司主营业务收入中，经销模式占比54.47%，直销模式占比45.53%。直销模式下，公司客户为配送商和医院等终端客户，给予直销客户的信用政策较经销商更宽松。公司直销模式收入呈上升趋势，主要由于医美产品直销业务开拓、境外销售增加及“两票制”政策影响。公司各治疗领域按销售模式划分的收入及毛利率显示，眼科、整形美容与创面护理等产品直销毛利率较高。,111,48,48,0,15,10,12,7,3,1,4,0.0833333333333333,5,1,1.5,,129,111,129,35.96396396396396,30.94573643410853,,,32,19,8.016032064128256,4.759519038076153,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0006,688366,昊海生科,1207015183,6,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0006.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,6241,5592,3984,3984,28,3984,193,193,公司通过直销和经销模式销售眼科、整形美容与创面护理、骨科及防粘连止血产品，直销毛利率高于经销模式。报告期内，公司重复客户贡献了约90%以上的主营业务收入，显示稳定的客户基础。公司视光材料产品通过子公司Contamac直销给眼科产品生产厂商，其他产品通过经销商网络销售至医疗机构。公司对民营医院和公立医院的收入占比分别为48.61%和51.39%。公司返利金额占比较低，主要涉及眼科产品。,97,54,54,0,0,0,0,24,30,0,30,0.5555555555555556,6,-24,3.5555555555555554,,106,97,106,41.07216494845361,37.58490566037736,,,2,2,0.502008032128514,0.502008032128514,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0007,688366,昊海生科,1207015183,7,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0007.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7192,6868,3996,3996,28,3996,245,245,昊海生科专注于眼科、整形美容与创面护理、骨科、防粘连及止血四大治疗领域生物医用材料产品的研发、生产和销售。公司通过收购整合国内外企业，进入高附加值的眼科高值耗材领域，并形成协同效应。公司搭建了四大生物医用材料研发平台，实现部分产品国产替代，平均超过80%的营业收入来自自主研发产品。公司主要环境污染物处理设施运行正常，环保投入与排污量相匹配。公司所处医药制造业与国家战略高度匹配，聚焦生物医药领域，有利于实现高端生物医用材料的进口替代。公司产品涉及药品和医疗器械，需遵守严格的行业监管法规。,123,54,54,0,12,18,10,8,4,2,6,0.1111111111111111,6,0,1.6296296296296295,,134,123,134,32.48780487804878,29.82089552238806,,,90,51,22.52252252252252,12.762762762762764,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
688366_1207015183_glm4_dewrap_join_chunk_0008,688366,昊海生科,1207015183,8,28,results/glm4_dewrap_rechunk_trial_20260705/dewrap_join/chunks/688366_1207015183_glm4_dewrap_join_chunk_0008.txt,dewrap_join,THUDM/glm-4-9b-chat-hf,4000,7465,7288,3957,3957,28,3957,233,233,公司所处医药制造业和医疗器械行业受到国家产业政策鼓励，生物医用材料制造领域属于国家大力支持的创新行业。公司产品中玻璃酸钠注射液和外用重组人表皮生长因子为药品，其余为医疗器械及原材料。两票制和带量采购政策可能影响公司的销售模式和财务指标，需加强直销队伍建设并应对市场变化。生物医用材料是用于诊断、治疗、康复和预防的材料，具有良好的生物相容性和功能性，市场前景广阔。公司生产的人工晶状体属于合成高分子不可降解材料，医用透明质酸钠/玻璃酸钠和医用几丁糖属于天然可降解材料。,117,66,66,0,42,18,4,2,0,0,0,0.0,3,3,0.4848484848484848,,128,117,128,33.82051282051282,30.9140625,,,97,63,24.51352034369472,15.921152388172858,glm100,glm4_dewrap_join_full543_20260705,siliconflow_glm4_32b_table2_next50_shard1_20260707
